2025-01-28 13:18:00.083042 | 1003 | Small Coca-Cola® Float | 2.94
2025-01-28 13:20:59.015893 | 1151 | Jr. Deluxe Cheeseburger | 2.99
2025-01-28 13:20:59.015893 | 1151 | Small BARQ’S® Root Beer Float | 2.79
2025-01-28 13:21:00.393750 | 1152 | Small Coca-Cola® Float | 3.39
2025-01-28 13:21:00.393750 | 1152 | Small Fanta® Orange Float | 3.39
2025-01-28 13:21:00.393750 | 1152 | Small Dr Pepper® Float | 3.39
2025-01-28 13:21:00.393750 | 1152 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:00.393750 | 1152 | Small BARQ’S® Root Beer Float | 3.39
2025-01-28 13:21:01.679986 | 1154 | Small Coca-Cola® Float | 3.89
2025-01-28 13:21:01.679986 | 1154 | Small Fanta® Orange Float | 3.89
2025-01-28 13:21:01.679986 | 1154 | Small Dr Pepper® Float | 3.89
2025-01-28 13:21:01.679986 | 1154 | Jr. Deluxe Cheeseburger | 1.89
2025-01-28 13:21:01.679986 | 1154 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 13:21:02.738428 | 1155 | Small Coca-Cola® Float | 4.29
2025-01-28 13:21:02.738428 | 1155 | Small Fanta® Orange Float | 4.29
2025-01-28 13:21:02.738428 | 1155 | Small Dr Pepper® Float | 4.29
2025-01-28 13:21:02.738428 | 1155 | Jr. Deluxe Cheeseburger | 4.69
2025-01-28 13:21:02.738428 | 1155 | Small BARQ’S® Root Beer Float | 4.29
2025-01-28 13:21:04.135588 | 1156 | Small Coca-Cola® Float | 4.69
2025-01-28 13:21:04.135588 | 1156 | Small Fanta® Orange Float | 4.69
2025-01-28 13:21:04.135588 | 1156 | Small Dr Pepper® Float | 4.69
2025-01-28 13:21:04.135588 | 1156 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:04.135588 | 1156 | Small BARQ’S® Root Beer Float | 4.69
2025-01-28 13:21:05.431065 | 1157 | Small Coca-Cola® Float | 3.59
2025-01-28 13:21:05.431065 | 1157 | Small Fanta® Orange Float | 3.59
2025-01-28 13:21:05.431065 | 1157 | Small Dr Pepper® Float | 3.59
2025-01-28 13:21:05.431065 | 1157 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 13:21:05.431065 | 1157 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:21:06.513745 | 1158 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:06.513745 | 1158 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:06.513745 | 1158 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:06.513745 | 1158 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 13:21:06.513745 | 1158 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:08.091011 | 1159 | Small Coca-Cola® Float | No price
2025-01-28 13:21:08.091011 | 1159 | Small Fanta® Orange Float | No price
2025-01-28 13:21:08.091011 | 1159 | Small Dr Pepper® Float | No price
2025-01-28 13:21:08.091011 | 1159 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:08.091011 | 1159 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:09.246616 | 1160 | Small Coca-Cola® Float | 3.49
2025-01-28 13:21:09.246616 | 1160 | Small Fanta® Orange Float | 3.49
2025-01-28 13:21:09.246616 | 1160 | Small Dr Pepper® Float | 3.49
2025-01-28 13:21:09.246616 | 1160 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:09.246616 | 1160 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 13:21:10.761836 | 1161 | Small Coca-Cola® Float | 3.49
2025-01-28 13:21:10.761836 | 1161 | Small Fanta® Orange Float | 3.49
2025-01-28 13:21:10.761836 | 1161 | Small Dr Pepper® Float | 3.49
2025-01-28 13:21:10.761836 | 1161 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:10.761836 | 1161 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 13:21:12.030868 | 1162 | Small Coca-Cola® Float | No price
2025-01-28 13:21:12.030868 | 1162 | Small Fanta® Orange Float | No price
2025-01-28 13:21:12.030868 | 1162 | Small Dr Pepper® Float | No price
2025-01-28 13:21:12.030868 | 1162 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:12.030868 | 1162 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:13.276040 | 1164 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:13.276040 | 1164 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:13.276040 | 1164 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:13.276040 | 1164 | Jr. Deluxe Cheeseburger | 2.39
2025-01-28 13:21:13.276040 | 1164 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:14.590522 | 1165 | Small Coca-Cola® Float | No price
2025-01-28 13:21:14.590522 | 1165 | Small Fanta® Orange Float | No price
2025-01-28 13:21:14.590522 | 1165 | Small Dr Pepper® Float | No price
2025-01-28 13:21:14.590522 | 1165 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:14.590522 | 1165 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:16.225238 | 1166 | Small Coca-Cola® Float | 3.79
2025-01-28 13:21:16.225238 | 1166 | Small Fanta® Orange Float | 3.79
2025-01-28 13:21:16.225238 | 1166 | Small Dr Pepper® Float | 3.79
2025-01-28 13:21:16.225238 | 1166 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:16.225238 | 1166 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 13:21:17.510069 | 1167 | Small Coca-Cola® Float | 4.18
2025-01-28 13:21:17.510069 | 1167 | Small Fanta® Orange Float | 4.18
2025-01-28 13:21:17.510069 | 1167 | Small Dr Pepper® Float | 4.18
2025-01-28 13:21:17.510069 | 1167 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 13:21:17.510069 | 1167 | Small BARQ’S® Root Beer Float | 4.18
2025-01-28 13:21:18.902621 | 1168 | Small Coca-Cola® Float | 3.49
2025-01-28 13:21:18.902621 | 1168 | Small Fanta® Orange Float | 3.49
2025-01-28 13:21:18.902621 | 1168 | Small Dr Pepper® Float | 3.49
2025-01-28 13:21:18.902621 | 1168 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:18.902621 | 1168 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 13:21:20.202902 | 1169 | Small Coca-Cola® Float | 3.24
2025-01-28 13:21:20.202902 | 1169 | Small Fanta® Orange Float | 3.24
2025-01-28 13:21:20.202902 | 1169 | Small Dr Pepper® Float | 3.24
2025-01-28 13:21:20.202902 | 1169 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:20.202902 | 1169 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 13:21:21.441731 | 1170 | Small Coca-Cola® Float | No price
2025-01-28 13:21:21.441731 | 1170 | Small Fanta® Orange Float | No price
2025-01-28 13:21:21.441731 | 1170 | Small Dr Pepper® Float | No price
2025-01-28 13:21:21.441731 | 1170 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:21.441731 | 1170 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:22.848696 | 1172 | Small Coca-Cola® Float | No price
2025-01-28 13:21:22.848696 | 1172 | Small Fanta® Orange Float | No price
2025-01-28 13:21:22.848696 | 1172 | Small Dr Pepper® Float | 3.59
2025-01-28 13:21:22.848696 | 1172 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 13:21:22.848696 | 1172 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:24.474448 | 1173 | Small Coca-Cola® Float | 4.39
2025-01-28 13:21:24.474448 | 1173 | Small Fanta® Orange Float | 4.39
2025-01-28 13:21:24.474448 | 1173 | Small Dr Pepper® Float | 4.39
2025-01-28 13:21:24.474448 | 1173 | Jr. Deluxe Cheeseburger | 3.09
2025-01-28 13:21:24.474448 | 1173 | Small BARQ’S® Root Beer Float | 4.39
2025-01-28 13:21:25.723252 | 1174 | Small Coca-Cola® Float | 3.24
2025-01-28 13:21:25.723252 | 1174 | Small Fanta® Orange Float | 3.24
2025-01-28 13:21:25.723252 | 1174 | Small Dr Pepper® Float | 3.24
2025-01-28 13:21:25.723252 | 1174 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:25.723252 | 1174 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 13:21:27.124999 | 1175 | Small Coca-Cola® Float | 3.29
2025-01-28 13:21:27.124999 | 1175 | Small Fanta® Orange Float | 3.29
2025-01-28 13:21:27.124999 | 1175 | Small Dr Pepper® Float | 3.29
2025-01-28 13:21:27.124999 | 1175 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:27.124999 | 1175 | Small BARQ’S® Root Beer Float | 3.29
2025-01-28 13:21:28.447437 | 1176 | Small Coca-Cola® Float | 3.99
2025-01-28 13:21:28.447437 | 1176 | Small Fanta® Orange Float | 3.99
2025-01-28 13:21:28.447437 | 1176 | Small Dr Pepper® Float | 3.99
2025-01-28 13:21:28.447437 | 1176 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 13:21:28.447437 | 1176 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 13:21:29.662364 | 1177 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:29.662364 | 1177 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:29.662364 | 1177 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:29.662364 | 1177 | Jr. Deluxe Cheeseburger | 2.39
2025-01-28 13:21:29.662364 | 1177 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:31.075529 | 1178 | Small Coca-Cola® Float | No price
2025-01-28 13:21:31.075529 | 1178 | Small Fanta® Orange Float | No price
2025-01-28 13:21:31.075529 | 1178 | Small Dr Pepper® Float | No price
2025-01-28 13:21:31.075529 | 1178 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:31.075529 | 1178 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:32.416690 | 1179 | Small Coca-Cola® Float | No price
2025-01-28 13:21:32.416690 | 1179 | Small Fanta® Orange Float | No price
2025-01-28 13:21:32.416690 | 1179 | Small Dr Pepper® Float | No price
2025-01-28 13:21:32.416690 | 1179 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:32.416690 | 1179 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:33.924938 | 1180 | Small Coca-Cola® Float | No price
2025-01-28 13:21:33.924938 | 1180 | Small Fanta® Orange Float | No price
2025-01-28 13:21:33.924938 | 1180 | Small Dr Pepper® Float | No price
2025-01-28 13:21:33.924938 | 1180 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:33.924938 | 1180 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:35.224484 | 1181 | Small Coca-Cola® Float | 3.94
2025-01-28 13:21:35.224484 | 1181 | Small Fanta® Orange Float | 3.94
2025-01-28 13:21:35.224484 | 1181 | Small Dr Pepper® Float | 3.94
2025-01-28 13:21:35.224484 | 1181 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:35.224484 | 1181 | Small BARQ’S® Root Beer Float | 3.94
2025-01-28 13:21:36.328749 | 1182 | Small Coca-Cola® Float | 4.04
2025-01-28 13:21:36.328749 | 1182 | Small Fanta® Orange Float | 4.04
2025-01-28 13:21:36.328749 | 1182 | Small Dr Pepper® Float | 4.04
2025-01-28 13:21:36.328749 | 1182 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:36.328749 | 1182 | Small BARQ’S® Root Beer Float | 4.04
2025-01-28 13:21:37.711575 | 1183 | Small Coca-Cola® Float | 3.24
2025-01-28 13:21:37.711575 | 1183 | Small Fanta® Orange Float | 3.24
2025-01-28 13:21:37.711575 | 1183 | Small Dr Pepper® Float | 3.24
2025-01-28 13:21:37.711575 | 1183 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:37.711575 | 1183 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 13:21:38.999183 | 1184 | Small Coca-Cola® Float | 5.19
2025-01-28 13:21:38.999183 | 1184 | Small Fanta® Orange Float | 5.19
2025-01-28 13:21:38.999183 | 1184 | Small Dr Pepper® Float | 5.19
2025-01-28 13:21:38.999183 | 1184 | Jr. Deluxe Cheeseburger | 2.39
2025-01-28 13:21:38.999183 | 1184 | Small BARQ’S® Root Beer Float | 5.19
2025-01-28 13:21:40.064480 | 1185 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:40.064480 | 1185 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:40.064480 | 1185 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:40.064480 | 1185 | Jr. Deluxe Cheeseburger | 2.99
2025-01-28 13:21:40.064480 | 1185 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:41.795338 | 1186 | Small Coca-Cola® Float | 3.99
2025-01-28 13:21:41.795338 | 1186 | Small Fanta® Orange Float | 3.99
2025-01-28 13:21:41.795338 | 1186 | Small Dr Pepper® Float | 3.99
2025-01-28 13:21:41.795338 | 1186 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 13:21:41.795338 | 1186 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 13:21:43.150857 | 1187 | Small Coca-Cola® Float | 3.99
2025-01-28 13:21:43.150857 | 1187 | Small Fanta® Orange Float | 3.99
2025-01-28 13:21:43.150857 | 1187 | Small Dr Pepper® Float | 3.99
2025-01-28 13:21:43.150857 | 1187 | Jr. Deluxe Cheeseburger | 3.09
2025-01-28 13:21:43.150857 | 1187 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 13:21:44.416906 | 1188 | Small Coca-Cola® Float | 3.24
2025-01-28 13:21:44.416906 | 1188 | Small Fanta® Orange Float | 3.24
2025-01-28 13:21:44.416906 | 1188 | Small Dr Pepper® Float | 3.24
2025-01-28 13:21:44.416906 | 1188 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:44.416906 | 1188 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 13:21:45.820842 | 1189 | Small Coca-Cola® Float | 3.54
2025-01-28 13:21:45.820842 | 1189 | Small Fanta® Orange Float | 3.54
2025-01-28 13:21:45.820842 | 1189 | Small Dr Pepper® Float | 3.54
2025-01-28 13:21:45.820842 | 1189 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 13:21:45.820842 | 1189 | Small BARQ’S® Root Beer Float | 3.54
2025-01-28 13:21:47.303611 | 1190 | Small Coca-Cola® Float | 3.24
2025-01-28 13:21:47.303611 | 1190 | Small Fanta® Orange Float | 3.24
2025-01-28 13:21:47.303611 | 1190 | Small Dr Pepper® Float | 3.24
2025-01-28 13:21:47.303611 | 1190 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:21:47.303611 | 1190 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 13:21:48.376838 | 1191 | Small Coca-Cola® Float | 4.19
2025-01-28 13:21:48.376838 | 1191 | Small Fanta® Orange Float | 4.19
2025-01-28 13:21:48.376838 | 1191 | Small Dr Pepper® Float | 4.19
2025-01-28 13:21:48.376838 | 1191 | Jr. Deluxe Cheeseburger | 3.29
2025-01-28 13:21:48.376838 | 1191 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 13:21:49.749561 | 1192 | Small Coca-Cola® Float | 3.49
2025-01-28 13:21:49.749561 | 1192 | Small Fanta® Orange Float | 3.49
2025-01-28 13:21:49.749561 | 1192 | Small Dr Pepper® Float | 3.49
2025-01-28 13:21:49.749561 | 1192 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:49.749561 | 1192 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 13:21:51.102382 | 1193 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:51.102382 | 1193 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:51.102382 | 1193 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:51.102382 | 1193 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 13:21:51.102382 | 1193 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:52.235165 | 1194 | Small Coca-Cola® Float | No price
2025-01-28 13:21:52.235165 | 1194 | Small Fanta® Orange Float | No price
2025-01-28 13:21:52.235165 | 1194 | Small Dr Pepper® Float | No price
2025-01-28 13:21:52.235165 | 1194 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:52.235165 | 1194 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:53.655970 | 1195 | Small Coca-Cola® Float | 3.69
2025-01-28 13:21:53.655970 | 1195 | Small Fanta® Orange Float | 3.69
2025-01-28 13:21:53.655970 | 1195 | Small Dr Pepper® Float | 3.69
2025-01-28 13:21:53.655970 | 1195 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 13:21:53.655970 | 1195 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 13:21:54.896104 | 1196 | Small Coca-Cola® Float | 2.59
2025-01-28 13:21:54.896104 | 1196 | Small Fanta® Orange Float | 2.59
2025-01-28 13:21:54.896104 | 1196 | Small Dr Pepper® Float | 2.59
2025-01-28 13:21:54.896104 | 1196 | Jr. Deluxe Cheeseburger | 2.89
2025-01-28 13:21:54.896104 | 1196 | Small BARQ’S® Root Beer Float | 2.59
2025-01-28 13:21:56.259908 | 1197 | Small Coca-Cola® Float | No price
2025-01-28 13:21:56.259908 | 1197 | Small Fanta® Orange Float | No price
2025-01-28 13:21:56.259908 | 1197 | Small Dr Pepper® Float | No price
2025-01-28 13:21:56.259908 | 1197 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:56.259908 | 1197 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:57.547732 | 1198 | Small Coca-Cola® Float | No price
2025-01-28 13:21:57.547732 | 1198 | Small Fanta® Orange Float | No price
2025-01-28 13:21:57.547732 | 1198 | Small Dr Pepper® Float | No price
2025-01-28 13:21:57.547732 | 1198 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:21:57.547732 | 1198 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:21:58.628152 | 1199 | Small Coca-Cola® Float | 3.59
2025-01-28 13:21:58.628152 | 1199 | Small Fanta® Orange Float | 3.59
2025-01-28 13:21:58.628152 | 1199 | Small Dr Pepper® Float | 3.59
2025-01-28 13:21:58.628152 | 1199 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:21:58.628152 | 1199 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:00.002973 | 1200 | Small Coca-Cola® Float | 3.89
2025-01-28 13:22:00.002973 | 1200 | Small Fanta® Orange Float | 3.89
2025-01-28 13:22:00.002973 | 1200 | Small Dr Pepper® Float | 3.89
2025-01-28 13:22:00.002973 | 1200 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:22:00.002973 | 1200 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 13:22:01.226258 | 1201 | Small Coca-Cola® Float | 3.49
2025-01-28 13:22:01.226258 | 1201 | Small Fanta® Orange Float | 3.49
2025-01-28 13:22:01.226258 | 1201 | Small Dr Pepper® Float | 3.49
2025-01-28 13:22:01.226258 | 1201 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:22:01.226258 | 1201 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 13:22:02.599491 | 1202 | Small Coca-Cola® Float | No price
2025-01-28 13:22:02.599491 | 1202 | Small Fanta® Orange Float | No price
2025-01-28 13:22:02.599491 | 1202 | Small Dr Pepper® Float | No price
2025-01-28 13:22:02.599491 | 1202 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:02.599491 | 1202 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:03.930838 | 1203 | Small Coca-Cola® Float | 3.99
2025-01-28 13:22:03.930838 | 1203 | Small Fanta® Orange Float | 3.99
2025-01-28 13:22:03.930838 | 1203 | Small Dr Pepper® Float | 3.99
2025-01-28 13:22:03.930838 | 1203 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 13:22:03.930838 | 1203 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 13:22:05.156744 | 1204 | Small Coca-Cola® Float | 3.79
2025-01-28 13:22:05.156744 | 1204 | Small Fanta® Orange Float | 3.79
2025-01-28 13:22:05.156744 | 1204 | Small Dr Pepper® Float | 3.79
2025-01-28 13:22:05.156744 | 1204 | Jr. Deluxe Cheeseburger | 3.09
2025-01-28 13:22:05.156744 | 1204 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 13:22:06.243133 | 1205 | Small Coca-Cola® Float | 3.59
2025-01-28 13:22:06.243133 | 1205 | Small Fanta® Orange Float | 3.59
2025-01-28 13:22:06.243133 | 1205 | Small Dr Pepper® Float | 3.59
2025-01-28 13:22:06.243133 | 1205 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:06.243133 | 1205 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:07.596650 | 1206 | Small Coca-Cola® Float | No price
2025-01-28 13:22:07.596650 | 1206 | Small Fanta® Orange Float | No price
2025-01-28 13:22:07.596650 | 1206 | Small Dr Pepper® Float | No price
2025-01-28 13:22:07.596650 | 1206 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:07.596650 | 1206 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:08.980675 | 1207 | Small Coca-Cola® Float | No price
2025-01-28 13:22:08.980675 | 1207 | Small Fanta® Orange Float | No price
2025-01-28 13:22:08.980675 | 1207 | Small Dr Pepper® Float | No price
2025-01-28 13:22:08.980675 | 1207 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:08.980675 | 1207 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:10.165326 | 1208 | Small Coca-Cola® Float | No price
2025-01-28 13:22:10.165326 | 1208 | Small Fanta® Orange Float | No price
2025-01-28 13:22:10.165326 | 1208 | Small Dr Pepper® Float | No price
2025-01-28 13:22:10.165326 | 1208 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:10.165326 | 1208 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:11.999897 | 1209 | Small Coca-Cola® Float | No price
2025-01-28 13:22:11.999897 | 1209 | Small Fanta® Orange Float | No price
2025-01-28 13:22:11.999897 | 1209 | Small Dr Pepper® Float | No price
2025-01-28 13:22:11.999897 | 1209 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:11.999897 | 1209 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:13.346149 | 1210 | Small Coca-Cola® Float | No price
2025-01-28 13:22:13.346149 | 1210 | Small Fanta® Orange Float | No price
2025-01-28 13:22:13.346149 | 1210 | Small Dr Pepper® Float | No price
2025-01-28 13:22:13.346149 | 1210 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:13.346149 | 1210 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:14.727145 | 1211 | Small Coca-Cola® Float | 3.59
2025-01-28 13:22:14.727145 | 1211 | Small Fanta® Orange Float | 3.59
2025-01-28 13:22:14.727145 | 1211 | Small Dr Pepper® Float | 3.59
2025-01-28 13:22:14.727145 | 1211 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:14.727145 | 1211 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:16.573163 | 1212 | Small Coca-Cola® Float | 3.64
2025-01-28 13:22:16.573163 | 1212 | Small Fanta® Orange Float | 3.64
2025-01-28 13:22:16.573163 | 1212 | Small Dr Pepper® Float | 3.64
2025-01-28 13:22:16.573163 | 1212 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 13:22:16.573163 | 1212 | Small BARQ’S® Root Beer Float | 3.64
2025-01-28 13:22:17.831679 | 1213 | Small Coca-Cola® Float | 3.99
2025-01-28 13:22:17.831679 | 1213 | Small Fanta® Orange Float | 3.99
2025-01-28 13:22:17.831679 | 1213 | Small Dr Pepper® Float | 3.99
2025-01-28 13:22:17.831679 | 1213 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 13:22:17.831679 | 1213 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 13:22:19.302323 | 1214 | Small Coca-Cola® Float | 3.79
2025-01-28 13:22:19.302323 | 1214 | Small Fanta® Orange Float | 3.79
2025-01-28 13:22:19.302323 | 1214 | Small Dr Pepper® Float | 3.79
2025-01-28 13:22:19.302323 | 1214 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 13:22:19.302323 | 1214 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 13:22:20.461472 | 1216 | Small Coca-Cola® Float | No price
2025-01-28 13:22:20.461472 | 1216 | Small Fanta® Orange Float | No price
2025-01-28 13:22:20.461472 | 1216 | Small Dr Pepper® Float | No price
2025-01-28 13:22:20.461472 | 1216 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:20.461472 | 1216 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:22.100439 | 1217 | Small Coca-Cola® Float | No price
2025-01-28 13:22:22.100439 | 1217 | Small Fanta® Orange Float | No price
2025-01-28 13:22:22.100439 | 1217 | Small Dr Pepper® Float | No price
2025-01-28 13:22:22.100439 | 1217 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:22.100439 | 1217 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:23.696933 | 1218 | Small Coca-Cola® Float | No price
2025-01-28 13:22:23.696933 | 1218 | Small Fanta® Orange Float | No price
2025-01-28 13:22:23.696933 | 1218 | Small Dr Pepper® Float | No price
2025-01-28 13:22:23.696933 | 1218 | Jr. Deluxe Cheeseburger | No price
2025-01-28 13:22:23.696933 | 1218 | Small BARQ’S® Root Beer Float | No price
2025-01-28 13:22:24.999847 | 1219 | Small Coca-Cola® Float | 3.59
2025-01-28 13:22:24.999847 | 1219 | Small Fanta® Orange Float | 3.59
2025-01-28 13:22:24.999847 | 1219 | Small Dr Pepper® Float | 3.59
2025-01-28 13:22:24.999847 | 1219 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:24.999847 | 1219 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:26.296523 | 1220 | Small Coca-Cola® Float | 3.59
2025-01-28 13:22:26.296523 | 1220 | Small Fanta® Orange Float | 3.59
2025-01-28 13:22:26.296523 | 1220 | Small Dr Pepper® Float | 3.59
2025-01-28 13:22:26.296523 | 1220 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:26.296523 | 1220 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:27.570753 | 1221 | Small Coca-Cola® Float | 4.29
2025-01-28 13:22:27.570753 | 1221 | Small Fanta® Orange Float | 4.29
2025-01-28 13:22:27.570753 | 1221 | Small Dr Pepper® Float | 4.29
2025-01-28 13:22:27.570753 | 1221 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 13:22:27.570753 | 1221 | Small BARQ’S® Root Beer Float | 4.29
2025-01-28 13:22:28.695204 | 1222 | Small Coca-Cola® Float | 3.59
2025-01-28 13:22:28.695204 | 1222 | Small Fanta® Orange Float | 3.59
2025-01-28 13:22:28.695204 | 1222 | Small Dr Pepper® Float | 3.59
2025-01-28 13:22:28.695204 | 1222 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 13:22:28.695204 | 1222 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 13:22:30.514132 | 1223 | Small Coca-Cola® Float | 4.19
2025-01-28 13:22:30.514132 | 1223 | Small Fanta® Orange Float | 4.19
2025-01-28 13:22:30.514132 | 1223 | Small Dr Pepper® Float | 4.19
